35370
0,0.5314156550113424,0.5742875859684823,0.5848232822007551
0.0625,0.528311797914493,0.5659852935156146,0.5822262436086411
0.125,0.5254361206161418,0.5580798354140256,0.581484405211917
0.1875,0.5223818680051882,0.5497874640106186,0.5820818824794319
0.25,0.5193970614908417,0.5439157816576276,0.5858341921265862
0.3125,0.5160253416801577,0.5371710640407698,0.5872054962998574
0.375,0.5130206936571305,0.5318053455556555,0.5897573824354724
0.4375,0.5075556733567856,0.5257451672213033,0.5905631979047777
0.5,0.5040946661448706,0.5220957570810009,0.5908432080410759
0.5625,0.4988181423195801,0.5189324689992916,0.581331332996355
0.625,0.4946031502277276,0.5158981521469151,0.5881194250192996
0.6875,0.4893762308883345,0.5129035188165589,0.5872486159804158
0.75,0.4845064624802293,0.5104049284011647,0.5852567502264239
0.8125,0.4789719967974729,0.5073606909820587,0.5796735345216156
0.875,0.473675631769585,0.5045247916432339,0.5784455748170124
0.9375,0.4680022743017286,0.5012424538643792,0.5752632064623658
1,0.4614856441445924,0.4984164755750153,0.569094660395368
1.0625,0.4569730270758847,0.4950349294255693,0.5630947689411455
1.125,0.452638985523835,0.4910878945596765,0.5564004175956545
1.1875,0.4488902745995448,0.4867241838228592,0.5476524490364355
1.25,0.4433855722000882,0.4818247469386989,0.5414243780492851
1.3125,0.439855120319955,0.4770443604275041,0.5334403155394548
1.375,0.4374457253114716,0.4716389600616507,0.5259423750461872
1.4375,0.4350859346868561,0.4665807897652345,0.5190396859895317
1.5,0.4322697847713266,0.4616912741236254,0.5125635938112297
1.5625,0.4296222895160858,0.4562065071964644,0.5073077670207444
1.625,0.428433160249016,0.4513864377425251,0.503093630203447
1.6875,0.4258749529051467,0.4462389801249784,0.4989290977225054
1.75,0.4232869830941984,0.4410816017476086,0.4941990764830837
1.8125,0.4215422861765868,0.4366385251253051,0.4911258383116858
1.875,0.4203829198867334,0.4327510165561727,0.4884295927367983
1.9375,0.41973943823006,0.4304210825334125,0.4860111311947384
2,0.4192646112336758,0.4274859763687313,0.4828386846231997
2.0625,0.4181548495317472,0.4259993153303705,0.4807476114503227
